college_code,college_name,course_name,caste_category,cutoff_percentile,cutoff_rank
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,GOPEN,92.74,1282
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,GST,76.79,28609
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,GOBC,91.79,1927
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,LOPEN,93,1147
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,LSC,91.26,2355
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,LSEBC,88.53,5376
1002,"Government College of Engineering, Amravati (Government Autonomous)",Civil Engineering,EWS,88.84,4977
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GOPEN,94,647
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GSC,90.86,2695
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GST,80.06,21009
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GOBC,93.89,698
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,GSEBC,92,1761
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,LOPEN,94.25,564
1002,"Government College of Engineering, Amravati (Government Autonomous)",Computer Science and Engineering,EWS,94.9,373
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,GOPEN,93.16,1041
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,GSC,89.37,4279
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,GOBC,92.91,1188
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,LOPEN,93.66,784
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,LST,77.31,27376
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,LSEBC,90,3533
1002,"Government College of Engineering, Amravati (Government Autonomous)",Information Technology,EWS,90.74,2798
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GOPEN,92.67,1329
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GST,79.45,22438
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GOBC,91.5,2157
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,GSEBC,90.28,3250
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,LOPEN,91.42,2227
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,LSC,84.83,11282
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,LOBC,88.61,5304
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electrical Engineering,EWS,88.79,5052
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GOPEN,91.58,2103
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GSC,88.41,5520
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GOBC,90.94,2606
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,GSEBC,89.35,4309
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,LOPEN,92.42,1473
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,LST,80.24,20637
1002,"Government College of Engineering, Amravati (Government Autonomous)",Electronics and Telecommunication Engg,EWS,92.42,1472
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,GOPEN,85.92,9407
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,GSC,82.12,16600
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,LOPEN,85.76,9677
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,LOBC,83.61,13581
1002,"Government College of Engineering, Amravati (Government Autonomous)",Instrumentation Engineering,EWS,86.29,8732
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,GOPEN,92.71,1305
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,GST,75.28,32208
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,GOBC,90.73,2820
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LOPEN,88.92,4882
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LSC,80.31,20481
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LOBC,83.88,13101
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,LSEBC,84.56,11779
1002,"Government College of Engineering, Amravati (Government Autonomous)",Mechanical Engineering,EWS,82.47,15868
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Food Technology,GOPEN,73,37542
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Food Technology,LOPEN,76.06,30354
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Oil and Paints Technology,GOPEN,87,7654
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Oil and Paints Technology,LOPEN,66.7,49945
1005,"Sant Gadge Baba Amravati University,Amravati (University Department)",Petro Chemical Engineering,GOPEN,56.3,57326
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GOPEN,87.37,7057
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GSC,84.21,12398
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GNTA,82.47,15876
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GOBC,84.79,11377
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,GSEBC,87.05,7543
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LOPEN,86.26,8806
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LSC,83.58,13676
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LST,76.32,29751
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,LNTC,76.26,29886
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,PWDR-SC,75.85,30859
1012,"Government College of Engineering,Yavatmal (Government)",Civil Engineering,EWS,74.81,34095
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,GOPEN,89.37,4302
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,GST,74,35276
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,GOBC,87.77,6425
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LOPEN,87.77,6418
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LSC,84.81,11319
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LOBC,87.77,6420
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,LSEBC,83.83,13187
1012,"Government College of Engineering,Yavatmal (Government)",Computer Engineering,EWS,82.11,16640
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,PWDR-OBC,76.39,29618
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GOPEN,88.22,5821
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GSC,84.83,11289
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GNTB,87.63,6639
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GNTD,81.39,18149
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GOBC,88.06,6031
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,GSEBC,85.61,9917
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,LOPEN,87.24,7245
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,LST,85.94,9331
1012,"Government College of Engineering,Yavatmal (Government)",Electrical Engineering,LOBC,76.89,28351
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,GOPEN,87.29,7165
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,GOBC,84.35,12119
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,LOPEN,87.53,6794
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,LSC,79.6,22158
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,LSEBC,82.94,14905
1012,"Government College of Engineering,Yavatmal (Government)",Electronics and Telecommunication Engg,EWS,78.71,24188
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GOPEN,81.79,17289
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GSC,77.08,27919
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GST,65.28,51931
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GNTA,79.75,21771
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GNTC,74.97,33866
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GOBC,80.05,21098
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,GSEBC,78.36,24993
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LOPEN,74.97,34009
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LSC,69.6,44857
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LNTB,72.22,39330
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LNTD,66.46,50297
1012,"Government College of Engineering,Yavatmal (Government)",Mechanical Engineering,LOBC,63.85,53466
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,GOPEN,90.86,2682
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,GST,76.23,29972
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,GOBC,90.47,3034
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,LOPEN,91.49,2159
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,LSC,84.46,11967
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,LSEBC,89.33,4323
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Computer Science and Engineering,EWS,91.03,2528
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,GOPEN,90.06,3484
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,GSC,86.17,8971
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,GSEBC,88.46,5464
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,LOPEN,91.66,2027
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,LOBC,90.58,2928
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Information Technology,EWS,84.4,12061
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GOPEN,89.33,4329
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GST,66.28,50576
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GNTA,77.94,25978
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],GOBC,88.94,4860
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],LOPEN,88.28,5747
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],LSC,83.83,13159
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],LSEBC,71.56,40792
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electrical Engg[Electronics and Power],EWS,81.5,17916
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GOPEN,88.29,5718
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GSC,82.65,15513
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GNTC,87,7642
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,GOBC,87.78,6410
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LOPEN,88.47,5436
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LNTB,75.59,31538
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LOBC,87.65,6613
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,LSEBC,87.65,6609
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Electronics and Telecommunication Engg,EWS,83.24,14352
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,GOPEN,85.32,10411
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,GOBC,81.44,18022
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,GSEBC,78.72,24171
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,LOPEN,81.79,17283
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,LSC,74.46,34220
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon (Un-Aided)",Mechanical Engineering,EWS,76.21,30018
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GOPEN,86.68,8142
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GSC,83.05,14725
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GST,71.16,41691
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GNTA,76.16,30137
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GOBC,85.11,10814
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,GSEBC,79.74,21801
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LOPEN,86.42,8528
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LSC,81.53,17871
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LNTC,84,12858
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,LOBC,80.74,19582
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Civil Engineering,DEFR-OBC,57.84,56959
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,PWDR-OBC,84.53,11797
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GOPEN,89.66,3961
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GSC,87.47,6879
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GST,78.23,25336
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GNTB,84.11,12614
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GNTC,84.88,11215
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GNTD,79.09,23290
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GOBC,89.54,4070
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GSEBC,84.34,12137
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LOPEN,92.74,1280
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LSC,87.53,6788
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LOBC,89.87,3729
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,EWS,83.49,13855
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,GOPEN,88.51,5395
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,GSC,82.13,16581
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,GNTC,84.06,12711
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,GOBC,87.94,6185
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,GSEBC,87.89,6224
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,LOPEN,88.57,5331
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,LST,78.06,25655
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,LNTA,88.29,5699
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Information Technology,LOBC,82.47,15866
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,GOPEN,87.16,7371
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,GSC,81.26,18442
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,GNTA,83.6,13620
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,GOBC,85.94,9340
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,LOPEN,87.58,6717
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,LNTC,71.44,41042
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,LOBC,87.32,7100
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,LSEBC,79.54,22239
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,EWS,77.09,27879
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering (IoT),GOPEN,84.69,11562
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering (IoT),GOBC,84.47,11903
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering (IoT),GSEBC,84,12811
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering (IoT),LOPEN,85.55,10015
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering (IoT),LSC,75.25,32303
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Computer Science and Engineering (IoT),EWS,73.84,35592
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GOPEN,87.68,6561
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GSC,81.33,18259
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GNTB,85.18,10693
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GNTC,74.24,34676
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GOBC,87.06,7518
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,LOPEN,88.68,5216
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,LOBC,88.06,6022
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,LSEBC,80.47,20136
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,EWS,75.18,32463
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,GOPEN,78.84,23855
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,GSC,73.74,35876
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,GNTA,73.33,36798
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,GOBC,76.87,28416
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,LOPEN,78.21,25377
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,LSC,66.63,50022
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,LNTC,76,30454
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati (Un-Aided Autonomous)",Mechanical Engineering,LOBC,67.74,48275
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,GOPEN,82.05,16806
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,GSC,81.11,18772
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,GST,71.68,40533
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,GNTB,79.26,22862
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,GNTC,75,33457
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,GOBC,81.63,17670
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,GSEBC,78.47,24704
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,LOPEN,83.58,13672
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,LOBC,83.26,14287
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,PWDR-SC,70.58,42889
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Civil Engineering,EWS,65.74,51331
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,PWDR-OBC,68.4,47135
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GOPEN,86.86,7870
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GSC,81.75,17379
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GNTD,78.97,23540
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GOBC,86.74,8021
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,GSEBC,81.49,17926
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LOPEN,88.46,5470
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LSC,79.71,21874
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LNTA,86,9233
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LNTC,81.89,17107
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,LOBC,87.77,6427
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Computer Science and Engineering,EWS,87.66,6589
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,GOPEN,83.11,14604
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,GSC,81.79,17277
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,GST,76.06,30304
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,GNTA,75.39,31944
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,GNTC,76.06,30314
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,GOBC,82.7,15428
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,LOPEN,85.72,9717
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electrical Engineering,LSEBC,70.22,43645
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GOPEN,85.05,10909
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GST,63.76,53557
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,GOBC,84.65,11609
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,LOPEN,86.65,8170
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,LSC,85.32,10407
1107,"P. R. Pote Patil College of Engineering & Management, Amravati (Un-Aided Autonomous)",Electronics and Telecommunication Engg,LNTB,79.2,23014
